#
#--------LOG from Fri 25 Sep 2015 at 11h:49m:18s ---------
#
-0.02357562	3.499589e-09	1443199777
-10.00904	-2.685633e-11	1443199781
-19.99531	-1.83447e-09	1443199785
-29.98013	-3.629118e-09	1443199789
-39.9641	-4.988691e-09	1443199793
-49.94993	-6.884453e-09	1443199797
-59.95325	-1.00606e-08	1443199801
-69.93902	-1.552723e-08	1443199805
-79.94817	-2.156841e-08	1443199809
-89.96146	-2.700508e-08	1443199813
-99.97536	-3.169459e-08	1443199817
-109.9885	-3.63398e-08	1443199821
-120.0002	-3.975636e-08	1443199825
-130.0141	-4.274344e-08	1443199829
-140.0457	-4.550557e-08	1443199833
-150.055	-4.763915e-08	1443199837
-160.0404	-4.964689e-08	1443199841
-170.0266	-5.143461e-08	1443199845
-180.0115	-5.3265e-08	1443199849
-189.9952	-5.515748e-08	1443199853
-199.9791	-5.804361e-08	1443199857
-209.9655	-6.015e-08	1443199861
-219.9508	-6.05538e-08	1443199865
-229.974	-6.311386e-08	1443199869
-239.9882	-6.733882e-08	1443199873
-250.0027	-7.075141e-08	1443199878
-260.0164	-8.293308e-08	1443199882
-270.0278	-8.348737e-08	1443199886
-280.0407	-9.268113e-08	1443199890
-290.0533	-9.543719e-08	1443199894
-300.0669	-8.4263e-08	1443199898
-310.0711	-1.093632e-07	1443199902
-320.0568	-1.853722e-07	1443199906
-330.0422	-4.12254e-07	1443199910
-340.0263	-1.491615e-06	1443199914
-350.0125	-4.427448e-06	1443199918
-359.998	-8.81933e-06	1443199922
-369.9838	-1.458786e-05	1443199926
-379.9839	-2.200325e-05	1443199930
-389.9987	-3.094742e-05	1443199934
-400.0317	-4.163758e-05	1443199938
-410.0462	-5.411528e-05	1443199942
-420.0593	-6.860817e-05	1443199946
-430.0737	-8.511487e-05	1443199950
-439.238	-0.0001000053	1443199954
-150.0544	-1.775298e-08	1443199970.5
-150.0541	-4.573066e-08	1443199982.11
-150.0546	-4.880269e-08	1443199994.13
-150.054	-5.227082e-08	1443200006.54
-150.0546	-5.712698e-08	1443200018.95
-150.0546	-5.412506e-08	1443200031.37
-150.0541	-5.666341e-08	1443200043.78
-150.0543	-5.565691e-08	1443200056.19
-150.0548	-5.650549e-08	1443200068.61
-150.0547	-1.933318e-07	1443200081.02
-150.0546	-6.694403e-08	1443200093.43
-150.0542	-6.551199e-08	1443200105.84
-150.0543	-8.707084e-08	1443200126.96
-150.0548	-9.60388e-08	1443200138.97
-150.0547	-9.98974e-08	1443200151.38
-150.0542	-1.606992e-07	1443200163.8
-150.0548	-8.317955e-08	1443200176.21
-150.0542	-7.64222e-08	1443200188.62
-150.0545	-8.709921e-08	1443200201.03
-150.0542	-6.212655e-08	1443200213.44
-150.0541	-6.192517e-08	1443200225.85
-150.0542	-6.223011e-08	1443200238.26
-150.0547	-5.641208e-08	1443200250.67
-150.0551	-4.912495e-08	1443200263.08
-150.0545	-7.072712e-08	1443200275.49
-150.0542	-6.294858e-08	1443200287.9
-150.0544	-8.138333e-08	1443200300.31
-150.0548	-1.006808e-07	1443200312.72
-150.0546	-7.382781e-08	1443200325.13
-150.0541	-6.420672e-08	1443200337.54
-150.0544	-8.161228e-08	1443200349.95
-150.0541	-1.529777e-07	1443200362.36
-150.0544	-2.269702e-07	1443200374.77
-150.0543	-3.992832e-07	1443200387.18
-150.0544	-3.433024e-07	1443200399.59
-150.054	-2.614393e-07	1443200412.0
-150.054	-1.843451e-07	1443200424.41
-150.0536	-3.273073e-07	1443200436.82
-150.0542	-2.880244e-07	1443200449.23
-150.0541	-2.833453e-07	1443200461.64
-150.0541	-2.909908e-07	1443200474.05
-150.0533	-4.122146e-07	1443200486.46
-150.0539	-1.16565e-07	1443200498.87
-150.0545	-9.531861e-08	1443200511.28
-150.0542	-6.986566e-08	1443200523.69
-150.0541	-6.552824e-08	1443200536.1
-150.0548	-6.545233e-08	1443200548.51
-150.0546	-7.110108e-08	1443200560.92
-150.054	-6.088186e-08	1443200573.33
-150.0546	-5.175168e-08	1443200585.74
-150.0546	-5.17245e-08	1443200598.15
-150.0542	-5.09008e-08	1443200610.56
-150.0542	-5.154155e-08	1443200622.97
-150.0544	-4.981159e-08	1443200635.38
-150.0543	-4.96861e-08	1443200647.79
-150.0548	-5.319523e-08	1443200660.2
-150.0542	-4.784107e-08	1443200672.61
-150.0543	-4.869293e-08	1443200685.02
-150.054	-4.808987e-08	1443200697.43
-150.0542	-5.599615e-08	1443200709.84
-150.054	-4.97997e-08	1443200722.25
