Parameters of the vcal vs. pulse height fits
FitfcnName

0.0	0.0	-6.28681078541e-05	119.978045083	0.0	0.0	Pix  0  0
0.0	0.0	5.41773382108e-07	120.000426439	0.0	0.0	Pix  0  1
0.0	0.0	5.41773215182e-07	120.00042644	0.0	0.0	Pix  0  2
0.0	0.0	5.41771692203e-07	120.000426438	0.0	0.0	Pix  0  3
0.0	0.0	5.41773116093e-07	120.00042644	0.0	0.0	Pix  0  4
0.0	0.0	5.41773036311e-07	120.00042644	0.0	0.0	Pix  0  5
0.0	0.0	5.41773192259e-07	120.00042644	0.0	0.0	Pix  0  6
0.0	0.0	5.41774314955e-07	120.000426441	0.0	0.0	Pix  0  7
0.0	0.0	5.41773150346e-07	120.00042644	0.0	0.0	Pix  0  8
0.0	0.0	5.41772993553e-07	120.00042644	0.0	0.0	Pix  0  9
0.0	0.0	5.41773132477e-07	120.00042644	0.0	0.0	Pix  0 10
0.0	0.0	5.41776064849e-07	120.000426444	0.0	0.0	Pix  0 11
0.0	0.0	5.41774460413e-07	120.000426442	0.0	0.0	Pix  0 12
0.0	0.0	6.99470557501e-07	119.999762597	0.0	0.0	Pix  0 13
0.0	0.0	5.41772138856e-07	120.000426438	0.0	0.0	Pix  0 14
0.0	0.0	5.41772960979e-07	120.00042644	0.0	0.0	Pix  0 15
0.0	0.0	5.41774352606e-07	120.000426442	0.0	0.0	Pix  0 16
0.0	0.0	5.41773039698e-07	120.00042644	0.0	0.0	Pix  0 17
0.0	0.0	5.41772816811e-07	120.00042644	0.0	0.0	Pix  0 18
0.0	0.0	5.41770752802e-07	120.000426436	0.0	0.0	Pix  0 19
0.0	0.0	5.41773100406e-07	120.00042644	0.0	0.0	Pix  0 20
0.0	0.0	5.41772784604e-07	120.00042644	0.0	0.0	Pix  0 21
0.0	0.0	6.99464881671e-07	119.999762597	0.0	0.0	Pix  0 22
0.0	0.0	5.41773080176e-07	120.00042644	0.0	0.0	Pix  0 23
0.0	0.0	5.41772628022e-07	120.00042644	0.0	0.0	Pix  0 24
0.0	0.0	5.4177459988e-07	120.000426442	0.0	0.0	Pix  0 25
0.0	0.0	5.4177320436e-07	120.00042644	0.0	0.0	Pix  0 26
0.0	0.0	5.41773063931e-07	120.00042644	0.0	0.0	Pix  0 27
0.0	0.0	5.41773053591e-07	120.000426439	0.0	0.0	Pix  0 28
0.0	0.0	5.41773177871e-07	120.00042644	0.0	0.0	Pix  0 29
0.0	0.0	6.99468990039e-07	119.999762597	0.0	0.0	Pix  0 30
0.0	0.0	5.41774521255e-07	120.000426442	0.0	0.0	Pix  0 31
0.0	0.0	5.41773315547e-07	120.000426439	0.0	0.0	Pix  0 32
0.0	0.0	6.99469660539e-07	119.999762597	0.0	0.0	Pix  0 33
0.0	0.0	5.4177176513e-07	120.000426438	0.0	0.0	Pix  0 34
0.0	0.0	5.41773326006e-07	120.00042644	0.0	0.0	Pix  0 35
0.0	0.0	5.41773199395e-07	120.00042644	0.0	0.0	Pix  0 36
0.0	0.0	5.41773137488e-07	120.00042644	0.0	0.0	Pix  0 37
0.0	0.0	0.000628437454473	119.891205302	0.0	0.0	Pix  0 38
0.0	0.0	5.41772996019e-07	120.00042644	0.0	0.0	Pix  0 39
0.0	0.0	5.41771883102e-07	120.000426438	0.0	0.0	Pix  0 40
0.0	0.0	5.41773099715e-07	120.00042644	0.0	0.0	Pix  0 41
0.0	0.0	5.41774343534e-07	120.000426442	0.0	0.0	Pix  0 42
0.0	0.0	5.41772794161e-07	120.00042644	0.0	0.0	Pix  0 43
0.0	0.0	0.000628437454474	119.891205302	0.0	0.0	Pix  0 44
0.0	0.0	5.41772690086e-07	120.000426439	0.0	0.0	Pix  0 45
0.0	0.0	5.41773216873e-07	120.00042644	0.0	0.0	Pix  0 46
