Threshold Sigma

+2.731e+03 +9.982e+01   Pix  0  0
+2.498e+03 +1.006e+02   Pix  0  1
+2.599e+03 +1.040e+02   Pix  0  2
+2.630e+03 +1.148e+02   Pix  0  3
+2.771e+03 +1.189e+02   Pix  0  4
+2.465e+03 +1.044e+02   Pix  0  5
+2.550e+03 +1.097e+02   Pix  0  6
+2.492e+03 +8.386e+01   Pix  0  7
+2.421e+03 +9.941e+01   Pix  0  8
+2.703e+03 +9.990e+01   Pix  0  9
+2.610e+03 +1.119e+02   Pix  0 10
+2.484e+03 +9.208e+01   Pix  0 11
+2.608e+03 +1.074e+02   Pix  0 12
+2.683e+03 +1.135e+02   Pix  0 13
+2.595e+03 +1.130e+02   Pix  0 14
+2.393e+03 +3.487e+01   Pix  0 15
+2.422e+03 +8.224e+01   Pix  0 16
+2.395e+03 +8.049e+01   Pix  0 17
+2.579e+03 +9.421e+01   Pix  0 18
+2.559e+03 +1.058e+02   Pix  0 19
+2.329e+03 +8.293e+01   Pix  0 20
+2.699e+03 +1.081e+02   Pix  0 21
+2.379e+03 +5.792e+01   Pix  0 22
+2.360e+03 +6.106e+01   Pix  0 23
+2.384e+03 +9.205e+01   Pix  0 24
+2.593e+03 +7.777e+01   Pix  0 25
+2.501e+03 +1.139e+02   Pix  0 26
+2.474e+03 +9.151e+01   Pix  0 27
+2.375e+03 +4.697e+01   Pix  0 28
+2.367e+03 +5.813e+01   Pix  0 29
+2.437e+03 +7.491e+01   Pix  0 30
+2.518e+03 +1.073e+02   Pix  0 31
+2.437e+03 +7.763e+01   Pix  0 32
+2.443e+03 +8.472e+01   Pix  0 33
+2.500e+03 +9.819e+01   Pix  0 34
+2.600e+03 +1.216e+02   Pix  0 35
+2.373e+03 +5.546e+01   Pix  0 36
+2.327e+03 +8.542e+01   Pix  0 37
+2.422e+03 +7.259e+01   Pix  0 38
+2.416e+03 +9.624e+01   Pix  0 39
+2.851e+03 +1.218e+02   Pix  0 40
+2.409e+03 +9.943e+01   Pix  0 41
+2.468e+03 +8.950e+01   Pix  0 42
+2.444e+03 +1.023e+02   Pix  0 43
+2.879e+03 +1.110e+02   Pix  0 44
+2.475e+03 +9.426e+01   Pix  0 45
+2.641e+03 +7.780e+01   Pix  0 46
+2.156e+03 +1.060e+02   Pix  0 47
+2.341e+03 +8.256e+01   Pix  0 48
+2.514e+03 +9.770e+01   Pix  0 49
+2.774e+03 +1.193e+02   Pix  0 50
+2.724e+03 +1.135e+02   Pix  0 51
+2.777e+03 +1.343e+02   Pix  0 52
+2.693e+03 +1.176e+02   Pix  0 53
+2.534e+03 +1.222e+02   Pix  0 54
+2.824e+03 +1.149e+02   Pix  0 55
+2.401e+03 +3.519e+01   Pix  0 56
+2.728e+03 +9.679e+01   Pix  0 57
+2.638e+03 +1.204e+02   Pix  0 58
+2.399e+03 +8.956e+01   Pix  0 59
+2.786e+03 +1.236e+02   Pix  0 60
+2.558e+03 +1.222e+02   Pix  0 61
+2.768e+03 +1.187e+02   Pix  0 62
+2.517e+03 +9.547e+01   Pix  0 63
+2.723e+03 +1.091e+02   Pix  0 64
+2.417e+03 +9.432e+01   Pix  0 65
+2.460e+03 +7.736e+01   Pix  0 66
+2.825e+03 +1.131e+02   Pix  0 67
+2.684e+03 +1.065e+02   Pix  0 68
+2.885e+03 +9.086e+01   Pix  0 69
+2.894e+03 +9.654e+01   Pix  0 70
+2.620e+03 +1.135e+02   Pix  0 71
+2.578e+03 +1.109e+02   Pix  0 72
+2.372e+03 +8.336e+01   Pix  0 73
+2.821e+03 +1.117e+02   Pix  0 74
+2.824e+03 +1.110e+02   Pix  0 75
+2.711e+03 +1.218e+02   Pix  0 76
+2.794e+03 +1.090e+02   Pix  0 77
+2.985e+03 +1.037e+02   Pix  0 78
+2.764e+03 +1.280e+02   Pix  0 79
+2.457e+03 +9.209e+01   Pix  1  0
+2.174e+03 +8.617e+01   Pix  1  1
+2.216e+03 +8.920e+01   Pix  1  2
+2.555e+03 +9.497e+01   Pix  1  3
+2.500e+03 +9.491e+01   Pix  1  4
+2.156e+03 +1.180e+02   Pix  1  5
+2.279e+03 +7.552e+01   Pix  1  6
+2.195e+03 +9.550e+01   Pix  1  7
+2.478e+03 +1.011e+02   Pix  1  8
+2.217e+03 +8.878e+01   Pix  1  9
+2.259e+03 +8.996e+01   Pix  1 10
+2.559e+03 +1.041e+02   Pix  1 11
