#
#--------LOG from Thu 17 Sep 2015 at 15h:26m:52s ---------
#
-0.02518602	-2.63289e-07	1442521632
-10.01081	-7.443969e-07	1442521636
-19.9967	-9.801324e-07	1442521640
-29.98169	-1.167851e-06	1442521644
-39.96608	-1.333955e-06	1442521648
-49.95145	-1.485576e-06	1442521652
-59.9551	-1.631481e-06	1442521656
-69.94095	-1.817545e-06	1442521660
-79.95033	-2.058224e-06	1442521664
-89.96323	-2.309622e-06	1442521668
-99.97733	-2.578267e-06	1442521672
-109.99	-2.883062e-06	1442521676
-120.0017	-3.213149e-06	1442521680
-130.0156	-3.535369e-06	1442521684
-140.0472	-3.872652e-06	1442521688
-150.0565	-4.203762e-06	1442521692
-160.0425	-4.522834e-06	1442521696
-170.0287	-4.788883e-06	1442521700
-180.0134	-5.086035e-06	1442521704
-189.9971	-5.350842e-06	1442521708
-199.9811	-5.634608e-06	1442521712
-209.9674	-5.9259e-06	1442521716
-219.9526	-6.196683e-06	1442521720
-229.9762	-6.446417e-06	1442521724
-239.9896	-6.720953e-06	1442521728
-250.0043	-6.987253e-06	1442521732
-260.018	-7.255535e-06	1442521736
-270.0298	-7.545588e-06	1442521740
-280.0428	-7.843744e-06	1442521744
-290.0557	-8.130284e-06	1442521748
-300.0694	-8.454047e-06	1442521752
-310.073	-8.77807e-06	1442521756
-320.0585	-9.217267e-06	1442521760
-330.0444	-9.617459e-06	1442521764
-340.0283	-1.007795e-05	1442521768
-350.014	-1.054889e-05	1442521772
-359.9992	-1.105105e-05	1442521776
-369.9841	-1.140776e-05	1442521780
-379.984	-1.194112e-05	1442521784
-389.9976	-1.243506e-05	1442521788
-400.0294	-1.293095e-05	1442521792
-410.0426	-1.367738e-05	1442521796
-420.054	-1.430685e-05	1442521800
-430.0665	-1.490556e-05	1442521804
-440.0801	-1.535262e-05	1442521808
-450.0918	-1.576855e-05	1442521812
-460.0811	-1.627819e-05	1442521816
-470.0657	-1.69275e-05	1442521820
-480.0703	-1.762316e-05	1442521824
-490.0536	-1.877432e-05	1442521828
-500.0394	-2.105193e-05	1442521832
-510.025	-2.427707e-05	1442521836
-520.0113	-2.834811e-05	1442521840
-530.0079	-3.344612e-05	1442521845
-540.022	-4.003084e-05	1442521849
-550.0376	-4.766863e-05	1442521853
-560.0703	-5.627874e-05	1442521857
-570.0836	-6.604307e-05	1442521861
-580.0978	-7.68441e-05	1442521865
-590.1133	-8.893724e-05	1442521869
-598.5389	-0.0001000049	1442521873
-150.0559	-2.979353e-06	1442521898.65
-150.0556	-3.234501e-06	1442521910.67
-150.0563	-3.566534e-06	1442521923.08
-150.0558	-3.770044e-06	1442521935.5
-150.0556	-3.900734e-06	1442521947.91
-150.056	-3.977768e-06	1442521960.32
-150.0565	-3.993483e-06	1442521972.74
-150.0563	-3.945433e-06	1442521985.15
-150.056	-3.872794e-06	1442521997.56
-150.0564	-3.813283e-06	1442522009.97
-150.056	-3.788493e-06	1442522022.39
-150.0563	-3.709502e-06	1442522034.8
-150.0564	-3.30099e-06	1442522045.61
-150.0563	-3.735956e-06	1442522057.62
-150.056	-3.865828e-06	1442522070.03
-150.0566	-3.969918e-06	1442522082.44
-150.0564	-4.02762e-06	1442522094.85
-150.0565	-4.043518e-06	1442522107.26
-150.0565	-3.994573e-06	1442522119.67
-150.0562	-3.938816e-06	1442522132.08
-150.0566	-3.87023e-06	1442522144.49
-150.0563	-3.820284e-06	1442522156.9
-150.0561	-3.79679e-06	1442522169.31
-150.0564	-3.84525e-06	1442522181.73
-150.0561	-3.913158e-06	1442522194.14
-150.0558	-4.013905e-06	1442522206.55
-150.0559	-4.085497e-06	1442522218.96
-150.0562	-4.149351e-06	1442522231.37
-150.0563	-4.139042e-06	1442522243.77
-150.056	-4.077643e-06	1442522256.18
-150.0562	-3.980628e-06	1442522268.59
-150.0561	-3.904884e-06	1442522281.0
-150.0564	-3.843112e-06	1442522293.41
-150.0563	-3.84297e-06	1442522305.82
-150.0558	-3.900816e-06	1442522318.23
-150.0559	-3.981535e-06	1442522330.64
-150.0558	-4.071161e-06	1442522343.05
-150.0554	-4.165979e-06	1442522355.46
-150.0564	-4.210031e-06	1442522367.87
-150.0564	-4.213458e-06	1442522380.28
-150.0561	-4.143969e-06	1442522392.69
-150.0564	-4.040078e-06	1442522405.1
-150.0566	-3.949747e-06	1442522417.51
-150.0565	-3.903468e-06	1442522429.92
-150.0564	-3.892827e-06	1442522442.33
-150.0564	-3.937138e-06	1442522454.74
-150.0561	-4.024849e-06	1442522467.15
-150.056	-4.117353e-06	1442522479.56
-150.0563	-4.214587e-06	1442522491.97
-150.0558	-4.266628e-06	1442522504.38
-150.0561	-4.261145e-06	1442522516.79
-150.0561	-4.200103e-06	1442522529.2
-150.0556	-4.106086e-06	1442522541.61
-150.0558	-4.029115e-06	1442522554.02
-150.056	-3.950543e-06	1442522566.43
-150.0564	-3.920067e-06	1442522578.84
-150.0565	-3.959787e-06	1442522591.25
-150.0563	-4.051763e-06	1442522603.66
-150.056	-4.127404e-06	1442522616.07
-150.0564	-4.228419e-06	1442522628.48
-150.0561	-4.300742e-06	1442522640.89
-150.0561	-4.304321e-06	1442522653.3
-150.0559	-4.24262e-06	1442522665.71
-150.057	-4.144443e-06	1442522678.12
-150.0562	-4.040545e-06	1442522690.53
-150.0562	-3.981278e-06	1442522702.94
-150.0559	-3.958722e-06	1442522715.35
-150.0563	-3.98502e-06	1442522727.76
-150.0558	-4.064375e-06	1442522740.17
-150.0558	-4.149149e-06	1442522752.58
