Threshold Sigma

+2.771e+03 +1.368e+02   Pix  0  0
+2.949e+03 +1.352e+02   Pix  0  1
+2.979e+03 +1.357e+02   Pix  0  2
+2.335e+03 +8.582e+01   Pix  0  3
+2.956e+03 +1.384e+02   Pix  0  4
+2.675e+03 +1.365e+02   Pix  0  5
+2.992e+03 +1.474e+02   Pix  0  6
+3.039e+03 +1.684e+02   Pix  0  7
+2.891e+03 +1.455e+02   Pix  0  8
+2.587e+03 +1.495e+02   Pix  0  9
+2.789e+03 +1.496e+02   Pix  0 10
+2.754e+03 +1.417e+02   Pix  0 11
+2.397e+03 +9.194e+01   Pix  0 12
+2.979e+03 +1.283e+02   Pix  0 13
+2.784e+03 +1.405e+02   Pix  0 14
+2.557e+03 +1.348e+02   Pix  0 15
+2.215e+03 +1.202e+02   Pix  0 16
+2.787e+03 +1.424e+02   Pix  0 17
+2.741e+03 +1.569e+02   Pix  0 18
+2.342e+03 +1.327e+02   Pix  0 19
+2.341e+03 +1.102e+02   Pix  0 20
+2.687e+03 +1.648e+02   Pix  0 21
+2.574e+03 +1.280e+02   Pix  0 22
+2.593e+03 +1.391e+02   Pix  0 23
+2.400e+03 +1.211e+02   Pix  0 24
+2.574e+03 +1.304e+02   Pix  0 25
+2.180e+03 +7.155e+01   Pix  0 26
+2.507e+03 +1.188e+02   Pix  0 27
+2.596e+03 +1.231e+02   Pix  0 28
+2.780e+03 +1.486e+02   Pix  0 29
+2.518e+03 +1.360e+02   Pix  0 30
+2.514e+03 +1.287e+02   Pix  0 31
+2.448e+03 +1.350e+02   Pix  0 32
+2.226e+03 +1.358e+02   Pix  0 33
+2.925e+03 +1.429e+02   Pix  0 34
+2.589e+03 +1.437e+02   Pix  0 35
+2.861e+03 +1.407e+02   Pix  0 36
+2.645e+03 +1.495e+02   Pix  0 37
+2.459e+03 +1.198e+02   Pix  0 38
+2.506e+03 +1.235e+02   Pix  0 39
+2.589e+03 +1.454e+02   Pix  0 40
+2.316e+03 +9.551e+01   Pix  0 41
+2.631e+03 +1.647e+02   Pix  0 42
+2.795e+03 +1.337e+02   Pix  0 43
+2.640e+03 +1.253e+02   Pix  0 44
+2.646e+03 +1.548e+02   Pix  0 45
+2.669e+03 +1.599e+02   Pix  0 46
+2.603e+03 +1.660e+02   Pix  0 47
+2.591e+03 +1.345e+02   Pix  0 48
+2.467e+03 +1.234e+02   Pix  0 49
+2.684e+03 +1.616e+02   Pix  0 50
+2.785e+03 +1.606e+02   Pix  0 51
+2.595e+03 +1.334e+02   Pix  0 52
+2.653e+03 +1.619e+02   Pix  0 53
+2.500e+03 +1.260e+02   Pix  0 54
+2.475e+03 +1.282e+02   Pix  0 55
+2.854e+03 +1.381e+02   Pix  0 56
+2.564e+03 +1.269e+02   Pix  0 57
+2.391e+03 +1.120e+02   Pix  0 58
+2.484e+03 +1.263e+02   Pix  0 59
+2.656e+03 +1.504e+02   Pix  0 60
+2.754e+03 +1.597e+02   Pix  0 61
+2.228e+03 +1.328e+02   Pix  0 62
+2.450e+03 +1.319e+02   Pix  0 63
+2.641e+03 +1.728e+02   Pix  0 64
+2.311e+03 +1.279e+02   Pix  0 65
+2.761e+03 +1.690e+02   Pix  0 66
+2.325e+03 +1.271e+02   Pix  0 67
+2.743e+03 +1.442e+02   Pix  0 68
+2.590e+03 +1.601e+02   Pix  0 69
+2.347e+03 +7.993e+01   Pix  0 70
+2.632e+03 +1.395e+02   Pix  0 71
